Server;Apps;PC;DBegin;DEnd;Duration
SRVMV-COMMUN001;Internet Explorer;HTML5 Client;22/02/2016 10:09;22/02/2016 10:09;00:00:20
SRVMV-COMMUN001;Internet Explorer;HTML5 Client;22/02/2016 10:08;22/02/2016 10:08;00:00:20
SRVMV-COMMUN001;Internet Explorer;HTML5 Client;22/02/2016 10:07;22/02/2016 10:08;00:00:21
SRVMV-COMMUN001;Internet Explorer;HTML5 Client;22/02/2016 10:07;22/02/2016 10:07;00:00:20
SRVMV-SOCIAL001;IODAS-Usager;XP18796;22/02/2016 10:07;22/02/2016 11:22;01:15:09
SRVMV-COMMUN001;Microsoft Word 2007;HTML5 Client;22/02/2016 10:05;22/02/2016 10:06;00:00:32
SRVMV-RCE001;Mar_S;SE27384;22/02/2016 09:57;22/02/2016 09:58;00:00:54
SRVMV-SOCIAL001;IODAS-Usager;XP18625;22/02/2016 09:47;22/02/2016 10:28;00:40:27
SRVMV-SOCIAL001;Siloxane 1.6.5;XP19414;22/02/2016 09:45;22/02/2016 10:16;00:30:47
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;22/02/2016 09:42;22/02/2016 10:27;00:45:43
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;22/02/2016 09:41;22/02/2016 09:42;00:00:51
SRVMV-SOCIAL001;Siloxane 1.6.5;XP19414;22/02/2016 09:02;22/02/2016 09:40;00:38:01
SRVMV-SOCIAL001;Siloxane 1.6.5;XP19414;22/02/2016 09:02;22/02/2016 09:02;00:00:17
SRVMV-SOCIAL001;IODAS-Usager;XP18796;22/02/2016 08:31;22/02/2016 10:05;01:33:20
SRVMV-PDEP001;Abyla PROD;SE29067;19/02/2016 15:25;19/02/2016 15:59;00:33:34
SRVMV-COMMUN001;Mozilla Firefox;SE27651;19/02/2016 15:11;19/02/2016 15:28;00:17:17
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;19/02/2016 14:59;19/02/2016 15:21;00:21:18
SRVMV-COMMUN001;Mozilla Firefox;SE27651;19/02/2016 14:53;19/02/2016 15:04;00:11:20
SRVMV-COMMUN001;Mozilla Firefox;SE27651;19/02/2016 14:21;19/02/2016 14:38;00:17:02
SRVMV-SOCIAL001;IODAS-Usager;XP18796;19/02/2016 13:44;19/02/2016 15:01;01:17:09
SRVMV-COMMUN001;Mozilla Firefox;SE27651;19/02/2016 13:33;19/02/2016 14:05;00:32:21
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;19/02/2016 13:18;19/02/2016 13:39;00:20:31
SRVMV-SOCIAL001;Siloxane 1.6.5;XP19414;19/02/2016 12:54;19/02/2016 13:16;00:22:44
SRVMV-SOCIAL001;Siloxane 1.6.5;XP19414;19/02/2016 12:54;19/02/2016 13:16;00:22:49
SRVMV-COMMUN001;Microsoft Excel 2007;XP19414;19/02/2016 12:53;19/02/2016 12:53;00:00:15
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;19/02/2016 12:22;19/02/2016 12:56;00:33:52
SRVMV-SOCIAL001;IODAS-Usager;SE27651;19/02/2016 11:37;19/02/2016 11:41;00:03:53
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;19/02/2016 11:35;19/02/2016 12:09;00:33:30
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;19/02/2016 11:17;19/02/2016 11:37;00:19:29
SRVMV-COMMUN001;Mozilla Firefox;SE27651;19/02/2016 11:16;19/02/2016 11:45;00:29:28
SRVMV-SOCIAL001;IODAS-Usager;XP18796;19/02/2016 11:09;19/02/2016 11:28;00:18:34
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;19/02/2016 10:59;19/02/2016 11:17;00:17:05
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;19/02/2016 10:59;19/02/2016 10:59;00:00:09
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;19/02/2016 10:50;19/02/2016 10:50;00:00:09
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;19/02/2016 10:48;19/02/2016 11:46;00:57:47
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;19/02/2016 10:34;19/02/2016 10:36;00:02:43
SRVMV-SOCIAL001;IODAS-Usager;SE27651;19/02/2016 10:04;19/02/2016 10:05;00:01:06
SRVMV-COMMUN001;Mozilla Firefox;SE27651;19/02/2016 10:01;19/02/2016 10:53;00:51:54
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;19/02/2016 09:59;19/02/2016 10:01;00:02:08
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;19/02/2016 09:54;19/02/2016 10:27;00:33:39
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;19/02/2016 09:53;19/02/2016 09:53;00:00:35
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;19/02/2016 09:53;19/02/2016 10:50;00:57:02
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;19/02/2016 09:47;19/02/2016 09:49;00:01:57
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;19/02/2016 09:30;19/02/2016 09:53;00:23:32
SRVMV-SOCIAL001;IODAS-Usager;XP18796;19/02/2016 09:28;19/02/2016 11:04;01:36:11
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;19/02/2016 09:13;19/02/2016 09:15;00:01:56
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;19/02/2016 08:47;19/02/2016 09:15;00:27:59
SRVMV-COMMUN001;Mozilla Firefox;SE27651;18/02/2016 16:46;18/02/2016 16:55;00:09:38
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;18/02/2016 16:25;18/02/2016 16:35;00:09:38
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;18/02/2016 15:58;18/02/2016 16:55;00:56:28
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;18/02/2016 15:54;18/02/2016 16:02;00:08:06
SRVMV-COMMUN002;Mozilla Firefox;HTML5 Client;18/02/2016 15:46;18/02/2016 15:51;00:05:24
SRVMV-SOCIAL001;IODAS-Usager;XP18796;18/02/2016 15:43;18/02/2016 16:54;01:11:10
SRVMV-COMMUN001;Microsoft Word 2007;HU30044;18/02/2016 15:39;18/02/2016 15:43;00:03:21
SRVMV-COMMUN001;Microsoft Access 2013;HTML5 Client;18/02/2016 15:32;18/02/2016 15:39;00:07:20
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;18/02/2016 15:14;18/02/2016 15:46;00:32:06
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;18/02/2016 14:59;18/02/2016 15:09;00:10:22
SRVMV-COMMUN001;Microsoft Word 2007;XP18796;18/02/2016 14:44;18/02/2016 14:47;00:02:37
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;18/02/2016 14:35;18/02/2016 14:47;00:11:31
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;18/02/2016 14:24;18/02/2016 16:09;01:45:27
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;18/02/2016 14:19;18/02/2016 15:37;01:18:02
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;18/02/2016 14:01;18/02/2016 14:24;00:22:34
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;18/02/2016 13:56;18/02/2016 13:56;00:00:12
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;18/02/2016 13:54;18/02/2016 15:45;01:50:50
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;18/02/2016 13:49;18/02/2016 15:16;01:26:51
SRVMV-LSCE001;Adobe Reader XI (LSCE);WY26853;18/02/2016 13:27;18/02/2016 13:27;00:00:12
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;18/02/2016 13:24;18/02/2016 14:18;00:54:07
SRVMV-SOCIAL001;IODAS-Usager;XP18796;18/02/2016 13:21;18/02/2016 15:37;02:15:41
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;18/02/2016 12:57;18/02/2016 13:26;00:28:44
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;18/02/2016 12:52;18/02/2016 12:52;00:00:09
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;18/02/2016 12:38;18/02/2016 12:57;00:18:10
SRVMV-COMMUN001;Microsoft Excel 2007;HTML5 Client;18/02/2016 12:12;18/02/2016 12:13;00:01:29
SRVMV-COMMUN001;Microsoft Excel 2007;XP19415;18/02/2016 12:07;18/02/2016 12:08;00:01:29
SRVMV-LSCE001;Gironde Archive En Ligne;WY26819;18/02/2016 12:02;18/02/2016 13:27;01:24:33
SRVMV-COMMUN001;UltraEdit;HTML5 Client;18/02/2016 11:47;18/02/2016 11:50;00:03:16
SRVMV-PDEP001;Abyla VA;HU29236;18/02/2016 10:57;18/02/2016 11:00;00:02:50
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;18/02/2016 10:44;18/02/2016 10:44;00:00:08
SRVMV-PDEP001;Geomap;XP19415;18/02/2016 10:42;18/02/2016 10:58;00:16:05
SRVMV-COMMUN002;Mozilla Firefox;SE27651;18/02/2016 10:41;18/02/2016 11:11;00:29:46
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;18/02/2016 10:38;18/02/2016 10:44;00:05:44
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;18/02/2016 10:34;18/02/2016 10:53;00:19:03
SRVMV-COMMUN001;Mozilla Firefox;SE27651;18/02/2016 10:25;18/02/2016 10:29;00:03:58
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;18/02/2016 10:25;18/02/2016 13:27;03:01:59
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;18/02/2016 10:24;18/02/2016 12:38;02:13:47
SRVMV-COMMUN001;Mozilla Firefox;SE27651;18/02/2016 09:46;18/02/2016 10:03;00:17:23
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;18/02/2016 09:40;18/02/2016 09:40;00:00:09
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;18/02/2016 08:43;18/02/2016 09:10;00:26:38
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;18/02/2016 08:21;18/02/2016 11:46;03:25:22
SRVMV-SOCIAL001;IODAS-Usager;XP18796;18/02/2016 08:20;18/02/2016 12:19;03:59:03
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;17/02/2016 16:37;17/02/2016 16:57;00:20:07
SRVMV-COMMUN002;Mozilla Firefox;SE27651;17/02/2016 16:33;17/02/2016 16:57;00:23:44
SRVMV-SOCIAL001;IODAS-Prestataire;XP18796;17/02/2016 16:09;17/02/2016 16:37;00:27:34
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;17/02/2016 15:56;17/02/2016 16:07;00:10:32
SRVMV-SOCIAL001;IODAS-Usager;XP18796;17/02/2016 15:50;17/02/2016 16:37;00:47:06
SRVMV-SOCIAL001;IODAS-EVAPA;XP18796;17/02/2016 15:45;17/02/2016 15:47;00:02:41
SRVMV-COMMUN002;PEPS33;XP18796;17/02/2016 15:44;17/02/2016 15:44;00:00:20
SRVMV-COMMUN001;PEPS33;XP18796;17/02/2016 15:44;17/02/2016 15:44;00:00:20
SRVMV-COMMUN001;Microsoft Word 2007;HU31042;17/02/2016 15:34;17/02/2016 17:43;02:09:24
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;17/02/2016 15:17;17/02/2016 15:24;00:07:02
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;17/02/2016 15:12;17/02/2016 15:12;00:00:07
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;17/02/2016 15:11;17/02/2016 16:26;01:14:35
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;17/02/2016 15:09;17/02/2016 15:11;00:02:38
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;17/02/2016 14:56;17/02/2016 15:03;00:07:04
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;17/02/2016 14:55;17/02/2016 14:55;00:00:07
SRVMV-SOCIAL001;IODAS-Usager;XP18796;17/02/2016 14:47;17/02/2016 14:50;00:02:56
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;17/02/2016 14:44;17/02/2016 15:08;00:24:27
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;17/02/2016 14:24;17/02/2016 14:28;00:04:35
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;17/02/2016 14:12;17/02/2016 14:24;00:11:47
SRVMV-COMMUN001;Mozilla Firefox;SE27651;17/02/2016 14:08;17/02/2016 15:54;01:45:39
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;17/02/2016 13:53;17/02/2016 15:38;01:45:25
SRVMV-SOCIAL001;IODAS-Usager;XP18796;17/02/2016 13:34;17/02/2016 15:38;02:03:47
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;17/02/2016 12:27;17/02/2016 15:57;03:30:26
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;17/02/2016 12:26;17/02/2016 12:26;00:00:09
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;17/02/2016 12:26;17/02/2016 12:26;00:00:10
SRVMV-COMMUN001;Mozilla Firefox;SE27651;17/02/2016 11:28;17/02/2016 11:50;00:21:40
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;17/02/2016 11:05;17/02/2016 11:38;00:33:23
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;17/02/2016 11:02;17/02/2016 12:26;01:24:07
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;17/02/2016 11:02;17/02/2016 11:05;00:02:44
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;17/02/2016 11:02;17/02/2016 11:39;00:37:15
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;17/02/2016 11:02;17/02/2016 11:40;00:38:31
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;17/02/2016 11:01;17/02/2016 11:02;00:00:10
SRVMV-LSCE001;Gironde Archive En Ligne;WY26799;17/02/2016 10:57;17/02/2016 11:02;00:05:01
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;17/02/2016 10:57;17/02/2016 11:02;00:05:20
SRVMV-LSCE001;Gironde Archive En Ligne;WY26853;17/02/2016 10:57;17/02/2016 11:05;00:08:01
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;17/02/2016 10:56;17/02/2016 10:56;00:00:11
SRVMV-SOCIAL001;IODAS-Usager;XP18796;17/02/2016 10:51;17/02/2016 12:26;01:35:02
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;17/02/2016 10:48;17/02/2016 10:56;00:08:37
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;17/02/2016 10:47;17/02/2016 11:02;00:14:24
SRVMV-SOCIAL001;IODAS-Prestataire;XP18796;17/02/2016 10:42;17/02/2016 10:45;00:02:52
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;17/02/2016 10:38;17/02/2016 10:51;00:13:04
SRVMV-W3NEOT001;Structures d'accueil;HU24874;17/02/2016 10:35;17/02/2016 10:36;00:00:14
SRVMV-SOCIAL001;Epi Info;HU24874;17/02/2016 10:23;17/02/2016 10:35;00:11:23
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;17/02/2016 10:17;17/02/2016 10:23;00:05:54
SRVMV-COMMUN001;Mozilla Firefox;SE27651;17/02/2016 10:14;17/02/2016 11:00;00:46:15
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;17/02/2016 10:09;17/02/2016 11:07;00:58:14
SRVMV-COMMUN002;Internet Explorer;HTML5 Client;17/02/2016 09:53;17/02/2016 09:54;00:01:20
SRVMV-COMMUN002;Internet Explorer;HU29938;17/02/2016 09:51;17/02/2016 09:51;00:00:04
SRVMV-COMMUN002;Internet Explorer;HU29938;17/02/2016 09:50;17/02/2016 09:50;00:00:02
SRVMV-COMMUN002;Internet Explorer;HU29938;17/02/2016 09:49;17/02/2016 09:50;00:00:07
SRVMV-COMMUN001;Internet Explorer;HU29938;17/02/2016 09:47;17/02/2016 09:47;00:00:01
SRVMV-COMMUN002;Internet Explorer;HU29938;17/02/2016 09:47;17/02/2016 09:47;00:00:08
SRVMV-COMMUN002;Internet Explorer;HU29938;17/02/2016 09:47;17/02/2016 09:47;00:00:02
SRVMV-COMMUN001;Internet Explorer;HTML5 Client;17/02/2016 09:44;17/02/2016 09:46;00:02:18
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;17/02/2016 09:27;17/02/2016 10:05;00:37:25
SRVMV-COMMUN001;Internet Explorer;HU31042;17/02/2016 09:10;17/02/2016 09:16;00:06:00
SRVMV-SOCIAL001;IODAS-Usager;XP18796;17/02/2016 08:54;17/02/2016 10:51;01:57:21
SRVMV-COMMUN001;Notepad++;XP18796;17/02/2016 08:50;17/02/2016 08:51;00:01:08
SRVMV-RCE001;Regards;SRVMV-AP10-ADM1;16/02/2016 19:01;16/02/2016 19:01;00:00:13
SRVMV-COMMUN001;Adobe Reader XI;HTML5 Client;16/02/2016 19:01;16/02/2016 19:01;00:00:31
SRVMV-W3NEOT001;GestPharma;XP18796;16/02/2016 16:32;16/02/2016 16:32;00:00:05
SRVMV-SOCIAL001;Siloxane 1.6.5;XP18796;16/02/2016 16:31;16/02/2016 16:31;00:00:07
SRVMV-SOCIAL001;Tequila;XP18796;16/02/2016 16:31;16/02/2016 16:31;00:00:10
SRVMV-SOCIAL001;IODAS-Usager;SE29570;16/02/2016 16:23;16/02/2016 16:37;00:14:17
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;16/02/2016 16:09;16/02/2016 16:14;00:05:14
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;16/02/2016 16:08;16/02/2016 16:09;00:00:56
SRVMV-COMMUN002;ITASM;HU31042;16/02/2016 16:03;16/02/2016 16:03;00:00:04
SRVMV-COMMUN002;Application des applications;HU31042;16/02/2016 16:03;16/02/2016 16:03;00:00:03
SRVMV-COMMUN002;Internet Explorer;HU31042;16/02/2016 16:03;16/02/2016 16:03;00:00:04
SRVMV-COMMUN002;Mindjet MindManager;HU31042;16/02/2016 16:02;16/02/2016 16:03;00:00:34
SRVMV-COMMUN002;GED Alfresco;HU31042;16/02/2016 16:01;16/02/2016 16:02;00:00:29
SRVMV-COMMUN002;Microsoft Excel 2007;HU31042;16/02/2016 16:00;16/02/2016 16:01;00:00:08
SRVMV-SOCIAL001;IODAS-Usager;SE29570;16/02/2016 15:40;16/02/2016 16:18;00:37:58
SRVMV-COMMUN002;OpenOffice Texte;SE24382;16/02/2016 15:06;16/02/2016 15:33;00:26:51
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;16/02/2016 14:41;16/02/2016 15:02;00:20:32
SRVMV-COMMUN001;Mozilla Firefox;SE27651;16/02/2016 14:24;16/02/2016 15:29;01:04:44
SRVMV-COMMUN002;Portail_AD33;XP18718;16/02/2016 13:48;16/02/2016 14:25;00:36:47
SRVMV-SOCIAL001;IODAS-Finance_Paie;SE29062;16/02/2016 13:43;16/02/2016 13:44;00:00:40
SRVMV-LSCE001;Gironde Archive En Ligne;WY26875;16/02/2016 13:40;16/02/2016 16:05;02:25:41
SRVMV-COMMUN002;Mozilla Firefox;SE27651;16/02/2016 12:40;16/02/2016 12:52;00:12:09
SRVMV-COMMUN002;Freemind;HTML5 Client;16/02/2016 12:30;16/02/2016 12:31;00:00:30
SRVMV-COMMUN002;Mozilla Firefox;XP18718;16/02/2016 11:45;16/02/2016 12:27;00:41:32
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;16/02/2016 11:39;16/02/2016 12:24;00:44:39
SRVMV-COMMUN001;UltraVNC Viewer;HU29397_VM;16/02/2016 11:22;16/02/2016 11:22;00:00:08
SRVMV-COMMUN002;WebMail Lotus;XP18796;16/02/2016 11:16;16/02/2016 11:35;00:18:48
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;16/02/2016 11:14;16/02/2016 12:17;01:03:33
SRVMV-SOCIAL001;IODAS-Usager;XP18796;16/02/2016 11:03;16/02/2016 12:17;01:14:39
SRVMV-SOCIAL001;Siloxane 1.6.5;HU24874;16/02/2016 10:51;16/02/2016 11:17;00:26:07
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;16/02/2016 10:33;16/02/2016 10:34;00:00:28
SRVMV-COMMUN002;Mozilla Firefox;HTML5 Client;16/02/2016 10:25;16/02/2016 10:29;00:03:44
SRVMV-PDEP001;Abyla PROD;SE29067;16/02/2016 10:25;16/02/2016 10:52;00:27:19
SRVMV-LSCE001;Gironde Archive En Ligne;WY26809;16/02/2016 10:24;16/02/2016 11:31;01:06:31
SRVMV-COMMUN001;Internet Explorer;HTML5 Client;16/02/2016 10:24;16/02/2016 10:25;00:00:20
SRVMV-COMMUN002;Internet Explorer;HTML5 Client;16/02/2016 10:24;16/02/2016 10:24;00:00:20
SRVMV-SOCIAL001;IODAS-Prestataire;SE27651;16/02/2016 10:20;16/02/2016 10:41;00:21:47
SRVMV-COMMUN002;Microsoft Access 2013;HTML5 Client;16/02/2016 10:16;16/02/2016 10:17;00:01:04
SRVMV-SOCIAL001;Epi Info;HU24874;16/02/2016 10:15;16/02/2016 10:15;00:00:12
SRVMV-SOCIAL001;IODAS-Usager;SE29570;16/02/2016 10:12;16/02/2016 12:17;02:05:16
SRVMV-COMMUN002;Catalogue de services DSI;HU31042;16/02/2016 10:08;16/02/2016 10:08;00:00:31
SRVMV-COMMUN002;ITASM;HU31042;16/02/2016 10:08;16/02/2016 10:08;00:00:30
SRVMV-COMMUN002;UltraVNC Viewer;HU31042;16/02/2016 10:07;16/02/2016 10:07;00:00:06
SRVMV-COMMUN001;Mozilla Firefox;SE27651;16/02/2016 10:07;16/02/2016 10:49;00:42:33
SRVMV-COMMUN002;Catalogue de services DSI;HU29938;16/02/2016 10:04;16/02/2016 10:10;00:05:36
SRVMV-W3NEOT001;Structures d'accueil;HU24874;16/02/2016 09:57;16/02/2016 09:58;00:00:59
SRVMV-W3NEOT001;Structures d'accueil;HU24874;16/02/2016 09:56;16/02/2016 09:57;00:00:36
SRVMV-SOCIAL001;Siloxane 1.6.5;HU24874;16/02/2016 09:55;16/02/2016 10:15;00:20:18
SRVMV-SOCIAL001;IODAS-Usager;XP18796;16/02/2016 09:48;16/02/2016 10:54;01:06:38
SRVMV-RCE001;Direction des collèges - Maintenance;SE24998;16/02/2016 09:45;16/02/2016 09:46;00:00:13
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;16/02/2016 09:44;16/02/2016 10:54;01:10:11
SRVMV-PDEP001;Abyla PROD;SE29067;16/02/2016 09:24;16/02/2016 09:47;00:22:42
SRVMV-SOCIAL001;IODAS-Usager;SE29570;16/02/2016 09:00;16/02/2016 09:54;00:54:22
SRVMV-SOCIAL001;IODAS-Usager;XP18796;16/02/2016 08:52;16/02/2016 09:14;00:21:56
SRVMV-COMMUN002;PEPS33;XP18796;16/02/2016 08:49;16/02/2016 08:50;00:00:19
SRVMV-SOCIAL001;IODAS-EVAPA;XP18796;16/02/2016 08:36;16/02/2016 08:37;00:00:57
SRVMV-SOCIAL001;IODAS-Usager;SE29570;16/02/2016 08:16;16/02/2016 08:40;00:23:29
SRVMV-PDEP001;Abyla VA;HU29236;16/02/2016 07:58;16/02/2016 08:00;00:01:14
SRVMV-COMMUN001;Application des applications;HU29938;16/02/2016 07:56;16/02/2016 07:56;00:00:03
SRVMV-COMMUN001;Connexion bureau à distance;HU29938;16/02/2016 07:56;16/02/2016 07:56;00:00:06
SRVMV-COMMUN001;Connexion bureau à distance;HU29938;16/02/2016 07:56;16/02/2016 07:56;00:00:04
SRVMV-COMMUN001;Application des applications;HU29938;16/02/2016 07:55;16/02/2016 07:56;00:00:32
SRVMV-COMMUN001;Microsoft Access 2013;SE27651;15/02/2016 16:32;15/02/2016 16:33;00:00:46
SRVMV-COMMUN001;Microsoft Access 2013;SE27651;15/02/2016 16:32;15/02/2016 16:33;00:00:50
SRVMV-COMMUN001;Microsoft Access 2013;SE27651;15/02/2016 16:32;15/02/2016 16:33;00:00:50
SRVMV-COMMUN001;Microsoft Access 2013;SE27651;15/02/2016 16:13;15/02/2016 16:31;00:17:31
SRVMV-PDEP001;Abyla VA;SE25153;15/02/2016 16:04;15/02/2016 16:10;00:05:52
SRVMV-PDEP001;Abyla PROD;SE29067;15/02/2016 16:01;15/02/2016 16:23;00:21:59
SRVMV-SOCIAL001;IODAS-Usager;SE29570;15/02/2016 14:49;15/02/2016 16:56;02:07:57
SRVMV-SOCIAL001;IODAS-Usager;SE29570;15/02/2016 14:48;15/02/2016 14:50;00:02:24
SRVMV-SOCIAL001;IODAS-Usager;SE29570;15/02/2016 14:48;15/02/2016 14:50;00:02:42
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;15/02/2016 14:44;15/02/2016 16:55;02:11:24
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;15/02/2016 14:44;15/02/2016 14:46;00:02:09
SRVMV-SOCIAL001;IODAS-Usager;SE29570;15/02/2016 13:49;15/02/2016 14:32;00:43:46
SRVMV-SOCIAL001;IODAS-Usager;XP18796;15/02/2016 13:47;15/02/2016 16:55;03:07:52
SRVMV-COMMUN002;ITASM;HU29397_VM;15/02/2016 11:53;15/02/2016 11:54;00:00:51
SRVMV-COMMUN002;UltraVNC Viewer;HU29397_VM;15/02/2016 11:53;15/02/2016 11:53;00:00:07
SRVMV-COMMUN002;FileZilla;HU29397_VM;15/02/2016 11:52;15/02/2016 12:12;00:19:25
SRVMV-COMMUN002;Microsoft Excel 2007;HU29397_VM;15/02/2016 11:51;15/02/2016 11:54;00:03:39
SRVMV-COMMUN002;FileZilla;HU29397_VM;15/02/2016 11:49;15/02/2016 12:12;00:22:16
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;15/02/2016 10:38;15/02/2016 12:44;02:05:42
SRVMV-SOCIAL001;IODAS-Usager;XP18796;15/02/2016 10:35;15/02/2016 13:01;02:26:12
SRVMV-SOCIAL001;IODAS-Finance_Paie;XP18796;15/02/2016 08:50;15/02/2016 09:36;00:46:18
SRVMV-SOCIAL001;IODAS-Usager;XP18796;15/02/2016 08:49;15/02/2016 09:53;01:04:02
SRVMV-PDEP001;ArcMap 10.2.1;XP23476;15/02/2016 08:48;15/02/2016 08:52;00:03:38
SRVMV-COMMUN002;Microsoft Excel 2007;SRVMV-COMMUN002;12/02/2016 16:03;12/02/2016 16:04;00:00:26
SRVMV-SOCIAL001;IODAS-Usager;SRVMV-COMMUN002;12/02/2016 16:03;12/02/2016 16:03;00:00:24
SRVMV-COMMUN002;Gestor Web;SRVMV-COMMUN002;12/02/2016 16:02;12/02/2016 16:04;00:02:03
SRVMV-PDEP001;Geomap;SRVMV-COMMUN002;12/02/2016 16:01;12/02/2016 16:02;00:01:02
SRVMV-COMMUN002;SID Tableau de Bord;SRVMV-COMMUN002;12/02/2016 16:01;12/02/2016 16:04;00:02:21
SRVMV-COMMUN002;Internet Explorer;SRVMV-COMMUN002;12/02/2016 16:01;12/02/2016 16:01;00:00:25
SRVMV-COMMUN002;Internet Explorer;HTML5 Client;12/02/2016 16:00;12/02/2016 16:00;00:00:08
SRVMV-SOCIAL001;IODAS-Usager;XP18625;12/02/2016 15:16;12/02/2016 15:48;00:31:18
SRVMV-COMMUN002;Microsoft Word 2007;HU29731;12/02/2016 15:05;12/02/2016 15:36;00:31:42
SRVMV-COMMUN001;Notepad++;HU31042;12/02/2016 14:50;12/02/2016 15:45;00:54:54
SRVMV-SOCIAL001;IODAS-Prestataire;XP18625;12/02/2016 14:30;12/02/2016 14:55;00:25:34
SRVMV-SOCIAL001;IODAS-Usager;XP18625;12/02/2016 14:29;12/02/2016 14:30;00:00:04
SRVMV-COMMUN001;Notepad++;HU31042;12/02/2016 14:22;12/02/2016 14:40;00:17:05
